Date,Open,High,Low,Close,Adj Close,Volume
2020-04-02,107.286003,107.977997,107.033997,107.257004,107.257004,0
2020-04-03,108.046997,108.671997,107.813004,108.000999,108.000999,0
2020-04-06,108.679001,109.352997,108.679001,108.693001,108.693001,0
2020-04-07,109.085999,109.126999,108.676003,109.114998,109.114998,0
2020-04-08,108.665001,109.073997,108.513000,108.651001,108.651001,0
2020-04-09,108.899002,109.057999,108.360001,108.921997,108.921997,0
2020-04-10,108.551003,108.564003,108.329002,108.560997,108.560997,0
2020-04-13,108.349998,108.371002,107.563004,108.335999,108.335999,0
2020-04-14,107.632004,107.749001,107.072998,107.623001,107.623001,0
2020-04-15,107.103996,107.836998,106.930000,107.103996,107.103996,0
2020-04-16,107.615997,108.077003,107.185997,107.609001,107.609001,0
2020-04-17,107.933998,107.943001,107.306000,107.945000,107.945000,0
2020-04-20,107.689003,107.945999,107.601997,107.669998,107.669998,0
2020-04-21,107.670998,107.811996,107.295998,107.668999,107.668999,0
2020-04-22,107.750000,107.931000,107.526001,107.721001,107.721001,0
2020-04-23,107.811996,107.970001,107.349998,107.813004,107.813004,0
2020-04-24,107.649002,107.750000,107.413002,107.667000,107.667000,0
2020-04-27,107.503998,107.615997,107.000000,107.495003,107.495003,0
2020-04-28,107.286003,107.334000,106.561996,107.282997,107.282997,0
2020-04-29,106.751999,106.758003,106.363998,106.740997,106.740997,0
2020-04-30,106.600998,107.108002,106.416000,106.610001,106.610001,0
2020-05-01,107.305000,107.399002,106.610001,107.285004,107.285004,0
2020-05-04,106.750999,107.055000,106.671997,106.737999,106.737999,0
2020-05-05,106.682999,106.889000,106.484001,106.696999,106.696999,0
2020-05-06,106.431000,106.431000,106.024002,106.452003,106.452003,0
2020-05-07,106.209999,106.646004,106.139000,106.191002,106.191002,0
2020-05-08,106.389999,106.720001,106.233002,106.359001,106.359001,0
2020-05-11,106.904999,107.727997,106.775002,106.918999,106.918999,0
2020-05-12,107.587997,107.672997,107.216003,107.566002,107.566002,0
2020-05-13,107.163002,107.250999,106.762001,107.138000,107.138000,0
2020-05-14,106.914001,107.164001,106.785004,106.932999,106.932999,0
2020-05-15,107.361000,107.431999,106.875999,107.364998,107.364998,0
2020-05-18,107.228996,107.495003,107.067001,107.208000,107.208000,0
2020-05-19,107.376999,108.073997,107.305000,107.380997,107.380997,0
2020-05-20,107.819000,107.974998,107.346001,107.809998,107.809998,0
2020-05-21,107.598999,107.847000,107.574997,107.591003,107.591003,0
2020-05-22,107.634003,107.760002,107.334000,107.630997,107.630997,0
2020-05-25,107.739998,107.772003,107.629997,107.735001,107.735001,0
2020-05-26,107.690002,107.916000,107.403000,107.686996,107.686996,0
2020-05-27,107.488998,107.931999,107.372002,107.490997,107.490997,0
