Date,Open,High,Low,Close,Adj Close,Volume
2020-08-14,98.449997,98.830002,96.900002,97.370003,97.035622,957400
2020-08-17,97.669998,98.680000,97.089996,97.510002,97.175140,1989300
2020-08-18,97.709999,98.709999,97.110001,97.860001,97.523933,2008700
2020-08-19,95.230003,99.400002,94.529999,97.959999,97.623589,2830800
2020-08-20,97.389999,98.169998,97.120003,97.779999,97.444206,1428300
2020-08-21,97.870003,98.320000,97.269997,98.300003,97.962425,1269300
2020-08-24,98.779999,99.209999,97.139999,97.599998,97.264832,1154500
2020-08-25,97.870003,98.660004,97.559998,98.339996,98.002281,1061300
2020-08-26,98.180000,99.730003,98.050003,99.330002,98.988884,1072300
2020-08-27,99.190002,99.660004,97.559998,99.019997,98.679947,1236900
2020-08-28,99.000000,99.930000,98.540001,99.900002,99.556931,866000
2020-08-31,99.900002,101.040001,99.750000,100.419998,100.075134,1076900
2020-09-01,100.919998,101.290001,100.250000,101.120003,100.772743,1159700
2020-09-02,101.000000,103.660004,100.459999,103.419998,103.064842,1462500
2020-09-03,103.089996,103.209999,99.040001,99.639999,99.297821,1992800
2020-09-04,100.070000,100.110001,95.660004,96.839996,96.507431,1753900
2020-09-08,96.110001,96.470001,94.760002,95.139999,94.813278,1225600
2020-09-09,96.099998,98.470001,95.860001,97.930000,97.593697,954400
2020-09-10,98.879997,100.099998,98.239998,98.570000,98.231499,1933200
2020-09-11,98.709999,99.620003,98.019997,98.599998,98.261391,1368600
2020-09-14,99.730003,100.230003,98.970001,99.419998,99.078575,1207700
2020-09-15,99.720001,101.000000,99.720001,100.370003,100.025314,1053800
2020-09-16,101.230003,101.529999,98.080002,99.919998,99.576859,1365000
2020-09-17,99.250000,100.459999,98.580002,99.599998,99.257957,1246400
2020-09-18,99.139999,100.589996,98.459999,99.379997,99.038712,2162400
2020-09-21,98.180000,98.559998,96.500000,98.129997,97.793007,927900
2020-09-22,97.839996,98.980003,97.489998,98.620003,98.281326,845800
2020-09-23,98.599998,98.910004,96.570000,96.910004,96.577194,1148700
2020-09-24,96.570000,96.970001,95.440002,96.339996,96.009148,1157600
2020-09-25,95.959999,98.139999,95.769997,97.690002,97.354515,1028600
2020-09-28,98.639999,99.730003,98.120003,99.510002,99.168266,1336600
2020-09-29,99.790001,101.330002,99.589996,100.220001,99.875824,722400
2020-09-30,100.540001,101.889999,100.309998,100.940002,100.593361,1362200
2020-10-01,101.769997,102.410004,100.540001,101.220001,100.872398,723600
2020-10-02,100.209999,101.279999,99.809998,100.010002,99.666550,712200
2020-10-05,100.989998,103.459999,100.959999,103.120003,102.951164,803900
2020-10-06,103.120003,103.330002,101.480003,101.629997,101.463600,1078000
2020-10-07,102.470001,104.750000,102.419998,103.879997,103.709915,1322100
2020-10-08,104.199997,104.389999,103.129997,104.160004,103.989464,765300
2020-10-09,104.830002,106.099998,104.550003,105.760002,105.586845,709000
2020-10-12,106.449997,107.000000,105.320000,105.430000,105.257385,1003700
2020-10-13,105.440002,106.010002,104.959999,105.419998,105.247398,915500
2020-10-14,105.489998,106.669998,104.919998,105.059998,104.887985,906700
2020-10-15,104.099998,105.720001,103.879997,105.320000,105.147560,723000
2020-10-16,105.949997,107.540001,105.709999,106.699997,106.525299,1039400
2020-10-19,106.779999,107.620003,105.239998,105.489998,105.317284,636000
2020-10-20,105.889999,106.940002,105.559998,105.610001,105.437088,771000
2020-10-21,105.919998,106.690002,104.120003,104.830002,104.658363,894000
2020-10-22,105.320000,107.089996,105.110001,106.769997,106.595184,1064700
2020-10-23,107.230003,107.379997,105.470001,106.169998,105.996170,833900
2020-10-26,105.389999,105.820000,103.750000,104.629997,104.458687,1102000
2020-10-27,105.110001,106.660004,105.110001,106.040001,105.866386,1111400
2020-10-28,104.419998,105.370003,101.580002,101.660004,101.493561,1180800
2020-10-29,102.269997,103.059998,100.769997,102.019997,101.852959,1421900
2020-10-30,101.769997,102.349998,100.650002,102.089996,101.922844,2310000
2020-11-02,103.519997,105.349998,103.290001,105.239998,105.067688,1572300
2020-11-03,106.430000,108.110001,106.139999,107.029999,106.854759,1175000
2020-11-04,108.070000,109.800003,107.239998,108.489998,108.312370,1357300
2020-11-05,110.570000,111.930000,109.669998,110.339996,110.159340,1143100
2020-11-06,110.760002,113.349998,110.330002,112.540001,112.355743,1036600
2020-11-09,116.160004,117.500000,112.389999,112.500000,112.315804,2177900
2020-11-10,112.820000,112.910004,108.989998,110.199997,110.019569,2124800
2020-11-11,111.139999,111.790001,108.839996,109.410004,109.230865,1792800
2020-11-12,109.400002,111.010002,108.900002,109.440002,109.260818,1094300
2020-11-13,110.459999,111.540001,109.779999,110.169998,109.989616,1356800
2020-11-16,111.000000,111.489998,109.470001,110.269997,110.089455,1656100
2020-11-17,110.500000,110.769997,109.250000,109.860001,109.680130,1571500
2020-11-18,109.550003,109.879997,105.730003,105.949997,105.776527,2047900
2020-11-19,106.739998,108.959999,105.190002,108.680000,108.502060,1886400
2020-11-20,108.639999,112.300003,108.320000,110.889999,110.708443,2775400
2020-11-23,111.400002,112.419998,109.559998,112.209999,112.026283,3258700
2020-11-24,118.959999,118.959999,111.430000,114.680000,114.492233,5559900
2020-11-25,116.089996,116.959999,113.410004,114.349998,114.162773,2862500
2020-11-27,113.769997,114.980003,112.940002,114.089996,113.903198,983700
2020-11-30,113.889999,117.070000,113.669998,116.900002,116.708603,3778400
2020-12-01,117.580002,118.379997,115.040001,115.360001,115.171127,1753700
2020-12-02,115.629997,115.949997,114.129997,114.570000,114.382416,1735800
2020-12-03,114.150002,115.419998,113.160004,113.580002,113.394043,1511400
2020-12-04,113.599998,115.239998,113.449997,115.150002,114.961472,1118100
2020-12-07,115.199997,116.440002,114.120003,114.400002,114.212700,2076700
2020-12-08,114.339996,117.339996,114.330002,117.010002,116.818420,1320600
2020-12-09,116.379997,116.959999,114.480003,116.400002,116.209419,1717600
2020-12-10,116.940002,119.900002,116.339996,118.809998,118.615471,1630500
2020-12-11,118.669998,119.059998,117.290001,118.480003,118.286018,1400800
2020-12-14,118.610001,120.239998,116.739998,116.739998,116.548859,1395200
2020-12-15,117.300003,118.040001,116.849998,117.389999,117.197800,1973800
2020-12-16,117.580002,117.739998,116.400002,117.239998,117.048042,1698600
2020-12-17,118.050003,119.389999,117.040001,118.970001,118.775215,2166700
2020-12-18,119.230003,119.860001,118.440002,119.300003,119.104675,3911800
2020-12-21,117.699997,118.449997,115.959999,117.779999,117.587158,2082000
2020-12-22,118.000000,118.430000,116.849998,117.370003,117.177834,1670400
2020-12-23,118.000000,118.889999,117.220001,117.300003,117.107948,1202100
2020-12-24,117.040001,118.370003,116.839996,117.309998,117.117928,733600
2020-12-28,118.510002,118.779999,116.669998,117.830002,117.637077,1003100
2020-12-29,118.559998,119.120003,116.830002,117.230003,117.038063,1007400
2020-12-30,117.860001,118.900002,117.330002,117.389999,117.197800,1127000
2020-12-31,117.589996,118.599998,116.599998,118.489998,118.295998,1307200
2021-01-04,118.940002,120.089996,117.110001,118.639999,118.639999,2030700
2021-01-05,118.480003,120.320000,118.070000,119.610001,119.610001,2344000
2021-01-06,118.690002,123.879997,118.209999,122.889999,122.889999,2428500
2021-01-07,124.330002,127.480003,124.110001,126.160004,126.160004,1775900
2021-01-08,126.489998,127.639999,125.849998,127.059998,127.059998,1577200
2021-01-11,126.449997,129.339996,126.230003,128.149994,128.149994,1746800
2021-01-12,128.330002,128.389999,126.199997,126.970001,126.970001,1826400
2021-01-13,127.459999,128.050003,126.739998,126.980003,126.980003,1530400
2021-01-14,127.269997,128.190002,125.820000,126.029999,126.029999,924900
2021-01-15,125.940002,127.120003,124.739998,126.209999,126.209999,2115400
2021-01-19,127.379997,127.800003,126.290001,127.349998,127.349998,1677200
2021-01-20,127.709999,128.919998,127.360001,128.110001,128.110001,1843000
2021-01-21,127.769997,128.779999,126.419998,127.000000,127.000000,1612100
2021-01-22,127.080002,127.800003,126.300003,126.330002,126.330002,1438700
2021-01-25,126.690002,127.480003,124.430000,125.480003,125.480003,1365400
2021-01-26,125.500000,125.949997,123.870003,123.919998,123.919998,1476600
2021-01-27,122.080002,123.000000,118.110001,118.800003,118.800003,1923500
2021-01-28,119.000000,122.669998,118.779999,121.559998,121.559998,1677900
2021-01-29,121.209999,121.690002,119.279999,120.169998,120.169998,1822000
2021-02-01,120.690002,122.089996,120.180000,120.830002,120.830002,1292700
2021-02-02,122.500000,125.849998,122.419998,123.190002,123.190002,1489200
2021-02-03,123.500000,124.599998,121.900002,122.150002,122.150002,1448400
2021-02-04,122.510002,124.339996,121.599998,124.070000,124.070000,1251200
2021-02-05,124.510002,125.959999,123.110001,123.180000,123.180000,1919700
2021-02-08,123.919998,125.739998,122.570000,123.410004,123.410004,2065300
2021-02-09,123.410004,123.489998,122.360001,123.239998,123.239998,1988300
2021-02-10,124.589996,125.739998,123.879997,125.080002,125.080002,1112600
2021-02-11,125.699997,127.260002,125.110001,126.959999,126.959999,1122200
2021-02-12,126.930000,128.600006,126.320000,127.980003,127.980003,1277600
2021-02-16,129.309998,131.080002,127.849998,127.949997,127.949997,2132500
2021-02-17,132.800003,136.979996,129.589996,130.119995,130.119995,4214700
2021-02-18,129.000000,130.389999,127.580002,127.680000,127.680000,1941400
2021-02-19,128.410004,128.899994,126.489998,126.870003,126.870003,1263900
2021-02-22,125.949997,126.160004,123.089996,123.500000,123.500000,1340100
2021-02-23,123.510002,123.510002,120.410004,122.419998,122.419998,2125400
2021-02-24,122.260002,125.410004,122.010002,125.019997,125.019997,1898400
2021-02-25,124.809998,125.250000,121.930000,122.099998,122.099998,1430900
2021-02-26,122.930000,123.510002,120.650002,122.070000,122.070000,1909700
2021-03-01,123.050003,125.150002,122.879997,124.480003,124.480003,1404400
2021-03-02,124.570000,125.889999,123.169998,123.639999,123.639999,1267300
2021-03-03,122.779999,122.779999,119.250000,119.300003,119.300003,1612400
2021-03-04,118.690002,118.830002,113.339996,114.989998,114.989998,2724500
2021-03-05,115.879997,116.190002,112.470001,116.139999,116.139999,2441500
2021-03-08,116.309998,118.959999,115.269997,116.080002,116.080002,2766600
2021-03-09,117.870003,121.389999,117.540001,119.839996,119.839996,2291100
2021-03-10,120.589996,122.209999,119.690002,119.989998,119.989998,1934600
2021-03-11,121.419998,122.919998,120.900002,121.830002,121.830002,1818700
2021-03-12,120.570000,122.029999,119.279999,121.440002,121.440002,1368700
2021-03-15,120.919998,124.279999,120.339996,124.040001,124.040001,1230000
2021-03-16,124.750000,125.309998,122.449997,123.000000,123.000000,1306500
2021-03-17,122.339996,123.110001,121.500000,122.519997,122.519997,1370800
2021-03-18,123.599998,123.940002,122.129997,122.589996,122.589996,2067500
2021-03-19,122.870003,123.500000,121.510002,122.690002,122.690002,2597000
2021-03-22,122.169998,123.830002,121.720001,123.610001,123.610001,1772900
2021-03-23,123.150002,124.230003,121.470001,121.980003,121.980003,1338300
2021-03-24,122.120003,122.959999,120.739998,120.839996,120.839996,1477500
2021-03-25,120.860001,122.330002,119.879997,121.900002,121.900002,967300
2021-03-26,122.540001,125.709999,122.029999,125.639999,125.639999,1441900
2021-03-29,124.879997,125.820000,123.739998,125.419998,125.419998,1539700
2021-03-30,124.610001,125.699997,124.410004,124.839996,124.839996,1033700
2021-03-31,125.949997,128.479996,125.949997,127.139999,127.139999,1815500
2021-04-01,128.000000,128.300003,127.010002,127.690002,127.690002,1126400
